locationId,location,parameter,value,date,unit,coordinates,country,city,isMobile,isAnalysis,entity,sensorType
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T14:15:00+00:00', 'local': '2024-07-29T20:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T13:15:00+00:00', 'local': '2024-07-29T19:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T12:15:00+00:00', 'local': '2024-07-29T18:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T11:15:00+00:00', 'local': '2024-07-29T17:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T10:15:00+00:00', 'local': '2024-07-29T16:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T09:15:00+00:00', 'local': '2024-07-29T15:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T08:15:00+00:00', 'local': '2024-07-29T14:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T07:15:00+00:00', 'local': '2024-07-29T13:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T06:15:00+00:00', 'local': '2024-07-29T12:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T05:15:00+00:00', 'local': '2024-07-29T11:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T04:15:00+00:00', 'local': '2024-07-29T10:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T03:15:00+00:00', 'local': '2024-07-29T09:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T02:15:00+00:00', 'local': '2024-07-29T08:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
