u10,v10,d2m,t2m,cape,msl,mn2t,sst,sp,tp
-0.5056530310433742,-0.6757211528740414,281.58296881251323,289.65627820360123,0.0,100279.97652625872,288.6347073308516,,84528.99809828636,0.0
-0.5792185974465263,-0.49252001731669637,282.99884448498875,290.68015895520614,0.0,100302.46145095791,287.8269007502363,,84546.50765835533,0.0
-0.41057812212922684,-0.5661385944408308,283.9072584729348,296.7337654009806,34.32430820576565,100346.57785795897,290.64627758957084,,84586.07471617353,0.0
0.03560517189087353,-0.11774151978600358,282.2853550014729,297.27722795336354,13.303995428591406,100392.53244858506,295.0968218399092,,84646.22119199487,0.0
0.685133090489711,0.4489985702875785,282.0053052387788,297.4168020828217,37.25118720005594,100365.84596131433,297.88373763623866,,84645.88009666886,6.0638225951922115e-06
1.280435775867552,0.8747260413394626,282.13813354032095,300.9685254012798,72.57329506296583,100352.58477944795,299.4469397384506,,84649.40474837105,1.0178559356215436e-05
2.0654364021301794,0.6213644037838558,280.97845610890045,302.1542312305173,48.29350340578685,100310.47067960989,300.3741082792824,,84617.7965814933,5.630692409821711e-06
2.6260349382465824,1.0307236525732757,279.7065120325232,301.8241754992624,27.140150674326378,100275.84061310237,301.0429410195323,,84596.76236972213,3.0319112975961057e-06
3.0418521016629247,0.645647775778873,278.738880473611,302.4053972364263,11.640996000017367,100195.87962541296,300.9658460423953,,84526.0419387942,5.197562224450343e-06
2.5327675371064684,0.2362116808755448,278.8437449221969,302.41888265956237,3.7916386971487555,100195.02618301561,300.35314385567494,,84515.01318991958,4.7644320390798425e-06
2.3679228281146387,-0.13019059023914528,278.8326416276407,299.14833041349095,0.7982397257155753,100035.20268175956,299.8067162984233,,84386.30655356843,2.382216019540355e-06
1.399279412010236,-0.252068526897681,279.585198258669,299.3098183555452,5.454638125722795,100054.73338277567,299.03813347810575,,84388.92161773458,2.8153462049108555e-06
0.2964285436838672,-0.07847315557887127,280.28347211631154,299.0438183841866,9.578876708585994,100126.3568947372,297.8076570666955,,84437.35715402928,3.681606575652724e-06
-0.405968977305442,-0.0033945022904794675,282.1167494174721,298.5886853533448,8.381517120012631,100162.46407308627,294.78810379549657,,84448.8406966719,9.961994263530186e-06
-0.3777718560305239,0.5292259132078253,278.8050890078162,299.01313904655206,6.651997714295703,100297.14384832833,294.5747400649113,,84546.96245212336,1.0178559356215436e-05
-0.25558433050587814,0.4143409729149432,272.85701299077135,297.8415929116074,1.9955993142889383,100391.31793440423,294.6406765585153,,84612.90754848703,0.0
-0.4475416561082062,0.031109402854339302,273.4607032281208,297.0068452194857,3.059918948576069,100472.98580688832,294.6389858791921,,84670.66635702623,0.0
-0.5099006743123522,-0.3520453210923563,275.2273607619444,294.71836891329735,3.1929589028618466,100515.3296796795,293.6597444152064,,84696.13480803565,0.0
-0.5993723091269965,-0.5615278276063339,275.7093259923078,294.10950205870455,3.924678651434533,100498.26083173267,292.68591312505487,,84673.16772275037,0.0
-0.7962099057192142,-0.7252868963448835,276.1398870812076,292.4622576226356,5.188558217150785,100468.78424431679,291.25323146659235,,84640.42257145255,0.0
-1.0103995769421508,-0.9588222365121535,276.92616482903594,290.6474568041012,6.119837897152138,100419.21893585578,289.13210518773104,,84590.50895541177,0.0
-1.2413086950748946,-1.154165058067007,278.13519023626156,289.040331501862,5.3215981714365626,100404.71041510097,286.4317521727484,,84570.95282338669,0.0
-1.0469112339776219,-1.2421538584919904,279.22125693710615,286.6800453174742,11.574476022874478,100397.75157709188,285.4491293501163,,84582.32266758733,0.0
-1.2737534596187907,-0.8135062351115916,278.6915886634644,285.9245244862768,7.583277394297056,100330.00138062598,284.77962033813714,,84516.49126966567,0.0
-1.211032939859838,-0.600488807357833,280.4117768534049,287.1675433638426,12.040115862875155,100387.51026832378,284.01610955578917,,84559.46928074406,0.0
-1.3827461783929942,-0.663348928534808,280.54254898928843,288.88626054253257,10.975796228588024,100444.42831128497,284.2812080736638,,84602.90208559047,1.0828254634271187e-06
-0.9824735818333374,-0.32899148691987157,281.01546709075427,293.9230660838486,145.5457099887892,100512.93347602543,287.73492779505534,,84659.86500503564,0.0
-0.9209279421275063,0.2050121586287822,277.97234191610465,294.51541329509973,9.246276822871096,100548.28568609995,292.8668158126351,,84706.0265724902,4.331301853713679e-07
-0.6173570114786271,0.70036220888157,277.34726755590634,294.08286834801083,0.0,100551.23990978305,295.6354722722742,,84733.99638922376,0.00015830908275304718
-0.2019013496170915,1.2227620912300732,278.05541100870994,297.5344623996838,0.0,100512.0800336281,296.66205275730897,,84716.60052759679,2.8153462049108555e-06
