,Time,CAPE
415,2024-05-18T07:00:00+05:45,28.782486
416,2024-05-18T08:00:00+05:45,25.571213
417,2024-05-18T09:00:00+05:45,15.753812
418,2024-05-18T10:00:00+05:45,111.68848
419,2024-05-18T11:00:00+05:45,73.03612
420,2024-05-18T12:00:00+05:45,174.16586
421,2024-05-18T13:00:00+05:45,274.81714
422,2024-05-18T14:00:00+05:45,226.81871
423,2024-05-18T15:00:00+05:45,257.8296
424,2024-05-18T16:00:00+05:45,365.63892
425,2024-05-18T17:00:00+05:45,361.17017
426,2024-05-18T18:00:00+05:45,285.58887
427,2024-05-18T19:00:00+05:45,242.85918
428,2024-05-18T20:00:00+05:45,239.60225
429,2024-05-18T21:00:00+05:45,283.92285
430,2024-05-18T22:00:00+05:45,268.86084
431,2024-05-18T23:00:00+05:45,246.76671
432,2024-05-19T00:00:00+05:45,180.02708
433,2024-05-19T01:00:00+05:45,146.18094
434,2024-05-19T02:00:00+05:45,294.18604
435,2024-05-19T03:00:00+05:45,214.28879
436,2024-05-19T04:00:00+05:45,509.28198
437,2024-05-19T05:00:00+05:45,791.80615
438,2024-05-19T06:00:00+05:45,1025.1709
439,2024-05-19T07:00:00+05:45,1242.3745
440,2024-05-19T08:00:00+05:45,1332.5342
441,2024-05-19T09:00:00+05:45,1362.3162
442,2024-05-19T10:00:00+05:45,764.13525
443,2024-05-19T11:00:00+05:45,732.5415
444,2024-05-19T12:00:00+05:45,731.26733
445,2024-05-19T13:00:00+05:45,594.073
446,2024-05-19T14:00:00+05:45,654.9487
447,2024-05-19T15:00:00+05:45,607.71313
448,2024-05-19T16:00:00+05:45,516.65015
449,2024-05-19T17:00:00+05:45,529.03125
450,2024-05-19T18:00:00+05:45,478.78442
451,2024-05-19T19:00:00+05:45,397.87012
452,2024-05-19T20:00:00+05:45,340.4973
453,2024-05-19T21:00:00+05:45,317.885
454,2024-05-19T22:00:00+05:45,336.09424
455,2024-05-19T23:00:00+05:45,344.02344
456,2024-05-20T00:00:00+05:45,96.76764
457,2024-05-20T01:00:00+05:45,49.859573
458,2024-05-20T02:00:00+05:45,205.84293
459,2024-05-20T03:00:00+05:45,300.36597
460,2024-05-20T04:00:00+05:45,361.00854
461,2024-05-20T05:00:00+05:45,781.9192
462,2024-05-20T06:00:00+05:45,615.95776
463,2024-05-20T07:00:00+05:45,505.38354
464,2024-05-20T08:00:00+05:45,371.84058
465,2024-05-20T09:00:00+05:45,292.34717
466,2024-05-20T10:00:00+05:45,73.77167
467,2024-05-20T11:00:00+05:45,108.93051
468,2024-05-20T12:00:00+05:45,81.37796
469,2024-05-20T13:00:00+05:45,38.22693
470,2024-05-20T14:00:00+05:45,34.931442
471,2024-05-20T15:00:00+05:45,30.906143
472,2024-05-20T16:00:00+05:45,55.686264
473,2024-05-20T17:00:00+05:45,75.3642
474,2024-05-20T18:00:00+05:45,80.22374
475,2024-05-20T19:00:00+05:45,59.874435
476,2024-05-20T20:00:00+05:45,34.68962
477,2024-05-20T21:00:00+05:45,31.55841
478,2024-05-20T22:00:00+05:45,105.897095
479,2024-05-20T23:00:00+05:45,122.80086
480,2024-05-21T00:00:00+05:45,62.628525
481,2024-05-21T01:00:00+05:45,77.062225
482,2024-05-21T02:00:00+05:45,188.0337
483,2024-05-21T03:00:00+05:45,189.42427
484,2024-05-21T04:00:00+05:45,327.8518
485,2024-05-21T05:00:00+05:45,428.74658
486,2024-05-21T06:00:00+05:45,504.01
487,2024-05-21T07:00:00+05:45,352.46826
488,2024-05-21T08:00:00+05:45,238.85913
489,2024-05-21T09:00:00+05:45,630.7915
490,2024-05-21T10:00:00+05:45,415.20825
491,2024-05-21T11:00:00+05:45,553.61304
492,2024-05-21T12:00:00+05:45,683.5835
493,2024-05-21T13:00:00+05:45,617.323
494,2024-05-21T14:00:00+05:45,621.9929
495,2024-05-21T15:00:00+05:45,586.9385
496,2024-05-21T16:00:00+05:45,591.3887
497,2024-05-21T17:00:00+05:45,739.18604
498,2024-05-21T18:00:00+05:45,923.2173
499,2024-05-21T19:00:00+05:45,598.9724
500,2024-05-21T20:00:00+05:45,588.2461
501,2024-05-21T21:00:00+05:45,518.9541
502,2024-05-21T22:00:00+05:45,952.261
503,2024-05-21T23:00:00+05:45,601.14355
504,2024-05-22T00:00:00+05:45,456.93066
505,2024-05-22T01:00:00+05:45,376.22656
506,2024-05-22T02:00:00+05:45,288.13477
507,2024-05-22T03:00:00+05:45,231.12013
508,2024-05-22T04:00:00+05:45,287.76172
509,2024-05-22T05:00:00+05:45,483.45923
510,2024-05-22T06:00:00+05:45,720.343
511,2024-05-22T07:00:00+05:45,330.07715
512,2024-05-22T08:00:00+05:45,363.03198
513,2024-05-22T09:00:00+05:45,418.49
514,2024-05-22T10:00:00+05:45,343.9707
515,2024-05-22T11:00:00+05:45,489.3689
516,2024-05-22T12:00:00+05:45,493.9751
517,2024-05-22T13:00:00+05:45,464.7981
518,2024-05-22T14:00:00+05:45,502.95215
519,2024-05-22T15:00:00+05:45,537.7986
520,2024-05-22T16:00:00+05:45,540.584
521,2024-05-22T17:00:00+05:45,607.9209
522,2024-05-22T18:00:00+05:45,735.4595
523,2024-05-22T19:00:00+05:45,813.6294
524,2024-05-22T20:00:00+05:45,762.74097
525,2024-05-22T21:00:00+05:45,656.08936
526,2024-05-22T22:00:00+05:45,509.93896
527,2024-05-22T23:00:00+05:45,508.35474
528,2024-05-23T00:00:00+05:45,462.04224
529,2024-05-23T01:00:00+05:45,462.1311
530,2024-05-23T02:00:00+05:45,616.4685
531,2024-05-23T03:00:00+05:45,635.1084
532,2024-05-23T04:00:00+05:45,305.38013
533,2024-05-23T05:00:00+05:45,103.654205
534,2024-05-23T06:00:00+05:45,86.836044
535,2024-05-23T07:00:00+05:45,39.33882
536,2024-05-23T08:00:00+05:45,40.75708
537,2024-05-23T09:00:00+05:45,69.47885
538,2024-05-23T10:00:00+05:45,46.434402
539,2024-05-23T11:00:00+05:45,55.888535
